id,far_part,flt_plan_filed,acft_make,acft_model,total_seats,num_eng,fixed_retractable,cert_max_gr_wt,acft_category,homebuilt,type_last_insp,afm_hrs_last_insp,afm_hrs,elt_install,elt_type,oper_dba,certs_held,type_fly,second_pilot,dprt_apt_id,dprt_time,dest_apt_id,site_seeing,air_medical,flight_hours_mean,crew_category,crew_sex,pc_profession,crew_tox_perf,mr_faa_med_certf,available_restraint,eng_no,eng_type,eng_mfgr,eng_model,power_units,hp_or_lbs,carb_fuel_injection,propeller_type,subcategory_no
20080115X000511,091,NONE,Cessna,152,2.0,1.0,FIXD,1670.0,AIR,N,ANNL,,5835.2998046875,Y,,,Y,INST,N,KFNL,2215.0,KFNL,N,N,18.0,DSTU,M,No,N,,,1,REC,Lycoming,O-235-L2C,110.0,HP,CARB,,6
20080116X000631,135,CVFR,PIPER,PA-31-350,10.0,2.0,RETR,7368.0,AIR,N,100H,27.0,13130.0,Y,,,Y,,N,ADQ ,1743.0,HOM ,N,N,9437.0,PLT,M,Yes,Y,,,1,REC,Lycoming,TIO-540 Serie,350.0,HP,FINJ,,3
20080122X000871,091,CVFR,BELL,407,7.0,1.0,FIXD,5000.0,HELI,N,,,3895.0,Y,,,Y,POSI,N,DED ,2331.0,NONE,N,N,3120.0,PLT,M,Yes,N,,,1,TS,Rolls Royce,250-C47B,674.0,HP,,,5
20080220X002121,091,NONE,Bellanca,7GCBC,2.0,1.0,FIXD,1650.0,AIR,N,ANNL,7.0,1100.0,Y,,,Y,PERS,,,,,N,N,4600.0,PLT,M,UNK,N,,,1,REC,Lycoming,O-320,150.0,HP,CARB,,6
20080207X001531,091,NONE,Bell,206 B2,5.0,1.0,FIXD,,HELI,N,ANNL,,,N,,,Y,PERS,N,POC ,,POC ,N,N,6500.0,PLT,M,,N,,,1,TS,Rolls-Royce,250 C-20B,400.0,HP,,,4
20080116X000621,091,NONE,Cessna,340,6.0,2.0,RETR,6290.0,AIR,N,ANNL,,6820.2001953125,Y,,,Y,PERS,N,MFD ,,PCW ,N,N,1160.0,PLT,M,No,Y,,,1,REC,Continental,TSIO-520-J(1),310.0,HP,FINJ,,6
20080128X001111,091,IFR,PIPER,PA46-500TP,6.0,1.0,RETR,4850.0,AIR,N,,66.0,111.0,Y,UNK,,Y,PERS,N,ACT ,1702.0,SAT ,N,N,1049.0,PLT,M,No,Y,,,1,TP,Pratt & Whitney Canada,PT6A-42A,500.0,HP,,,6
20080312X003021,091,NONE,Piper,PA-32-260,6.0,1.0,FIXD,3400.0,AIR,N,UNK,,,,,,Y,PERS,N,KACJ,430.0,KPDK,N,N,600.0,PLT,M,No,N,,,1,REC,Lycoming,O-540-E4B5,260.0,HP,CARB,,6
20080312X003001,091,NONE,Quicksilver,Sport 2S,2.0,1.0,FIXD,996.0,AIR,N,UNK,,4.699999809265137,Y,,,Y,PERS,N,NONE,1358.0,NONE,N,N,14270.0,PLT,M,Yes,N,,,1,REC,Rotax,582UL99,65.0,HP,CARB,,2
20080123X000981,091,IFR,Beechcraft,V35B,4.0,1.0,RETR,3500.0,AIR,N,100H,,2931.0,Y,C91A,,Y,PERS,N,KFHC,2150.0,KMYF,N,N,8000.0,PLT,M,No,Y,,,1,REC,Teledyne Continental,IO-520-BA14,285.0,HP,FINJ,,3
20080220X002131,091,NONE,Waltermire,Glastar,,1.0,FIXD,,AIR,Y,,,,,,,Y,PERS,,VCB ,2000.0,VCB ,N,N,1125.0,PLT,M,,N,,,1,REC,Lycoming,O-320-B1A,160.0,HP,,,6
20080411X004561,121,IFR,Fairchild,SA227-AC,19.0,2.0,RETR,16000.0,AIR,N,COAW,,36207.0,Y,,,Y,,Y,L-2G,1700.0,PANC,N,N,5105.5,PLT,M,Yes,N,,,1,TP,Honeywell,TPE331-11U,1000.0,HP,,,2
20080514X006671,121,IFR,Airbus,A320,,2.0,FIXD,169756.0,AIR,N,,,27021.0,Y,,,Y,,Y,EWR ,,DEN ,N,N,9750.0,PLT,M,Yes,N,,U,1,TF,Iae,V2500SERIES,9895.0,HP,,,2
20080205X001361,091,NONE,PIPER,PA32-301FT,6.0,1.0,RETR,3600.0,AIR,N,ANNL,,230.0,Y,UNK,,Y,PERS,N,T74 ,957.0,MAI ,N,N,280.0,PLT,M,No,N,,,1,REC,LYCOMING,IO-540-K1G5,300.0,HP,FINJ,,2
20080207X001481,091,CVFR,GRUMMAN,G-21A,6.0,2.0,FIXD,9200.0,AIR,N,ANNL,38.0,24456.0,Y,UNK,,Y,PERS,N,MTH ,2145.0,MTH ,N,N,16000.0,PLT,M,Yes,N,,,1,REC,Pratt & Whitney,R985-AN-14B,450.0,HP,CARB,,6
20080318X003261,091,NONE,AirIndus,Thorpedo T211,2.0,1.0,FIXD,1270.0,AIR,N,ANNL,410.0,410.0,Y,,,Y,PERS,N,RMN ,1715.0,,N,N,63.0,PLT,M,No,N,,,1,REC,Jabiru,3300-A,120.0,HP,CARB,,6
20080206X001421,091,NONE,CIRRUS DESIGN CORP,SR22,4.0,1.0,FIXD,,AIR,N,ANNL,42.59999847412109,198.3000030517578,Y,UNK,,Y,INST,Y,1K2 ,2259.0,,N,N,1382.5,FLTI,M,Yes,Y,,,1,REC,CONT MOTOR,IO-550-N,310.0,HP,,,6
20080211X001671,091,NONE,Bellanca,17-30A,4.0,1.0,RETR,3325.0,AIR,N,ANNL,,3155.0,Y,,,Y,PERS,N,KPAE,2015.0,KPAE,N,N,532.0,PLT,M,No,N,,,1,REC,Continental,IO-520-K1B,300.0,HP,FINJ,,5
20080306X002731,091,NONE,James Dayton,Pit Bull JD-3,1.0,1.0,FIXD,500.0,GYRO,Y,,,0.0,N,,,Y,FLTS,N,2W6 ,,2W6 ,N,N,750.0,PLT,M,UNK,N,,,1,REC,Subaru,EA81,108.0,HP,CARB,,6
20080225X002331,091,NONE,Luscombe,8E,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,BMC ,,BMC ,N,N,750.0,PLT,M,,N,,,1,REC,Continental,C85,,,,,2
20080211X001731,091,NONE,Smith,Zodiac 601XL,2.0,1.0,FIXD,1320.0,AIR,N,COND,,,Y,,,Y,PERS,N,F70 ,1916.0,F70 ,N,N,138.0,PLT,M,No,N,,,1,REC,General Motors,Corvair/T1123,100.0,HP,CARB,,2
20080222X002271,091,CVFR,Eurocopter France,AS350B2,4.0,1.0,FIXD,4961.0,HELI,N,AAIP,9.0,10307.0,Y,C91A,,Y,POSI,N,49TX,240.0,,N,Y,16896.0,PLT,M,Yes,Y,,,1,TS,Turbomeca,Arriel 1D1,732.0,HP,,,6
20080326X003891,091,CVFR,de Havilland,DHC-2,,1.0,FIXD,,AIR,N,,,,,,,Y,POSI,,8KA ,,PATK,N,N,3098.0,PLT,M,,N,,,1,REC,P & W,R-985,,,,,6
20080305X002691,091,UNK,Cessna,177,4.0,1.0,FIXD,2500.0,AIR,N,,,,,,Personal Flight,Y,PERS,,MJD ,,,N,N,35.0,DSTU,M,No,N,,,1,REC,Lycoming,O-320-E2D,,,CARB,,6
20080213X001811,135,CVFR,MCDONNELL DOUGLAS,369E,5.0,1.0,FIXD,3000.0,HELI,N,100H,66.0,9118.0,Y,,,Y,,N,PHTO,25.0,PHTO,Y,N,19800.0,PLT,M,Yes,N,,,1,TS,Rolls-Royce Allison,250-C20B,420.0,HP,,,2
20080213X001851,091,NONE,Hughes,OH-6,4.0,1.0,FIXD,2700.0,HELI,N,COAW,,5999.0,Y,,,Y,PUBF,N,MRF ,1540.0,,N,N,2014.0,PLT,M,Yes,N,,,1,TS,Rolls-Royce,250-C20B,420.0,HP,,,4
20080321X003621,091,NONE,Beech,23,4.0,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,N,FMY ,,FL90,N,N,3948.0,PLT,M,UNK,N,,,1,REC,Lycoming,O-320,,,,,6
20080213X001861,091,NONE,Piper,PA-28-235,4.0,1.0,FIXD,2900.0,AIR,N,ANNL,4.400000095367432,4236.39990234375,Y,,,Y,PERS,N,DWH ,1735.0,,N,N,400.0,PLT,M,No,N,,,1,REC,Lycoming,O-540-B4B5,235.0,HP,CARB,,7
20080227X002391,091,NONE,Piper,J3C-65,1.0,1.0,FIXD,1100.0,AIR,N,ANNL,,1200.0,N,,,Y,PERS,N,TA67,1800.0,,N,N,8500.0,PLT,M,No,N,,,1,REC,Lycoming,IO-320,150.0,HP,FINJ,,6
20080312X003011,091,NONE,William P. Crowell,Genesis,2.0,1.0,FIXD,1250.0,AIR,N,COND,25.0,215.0,Y,,,Y,PERS,N,5A9 ,1500.0,5A9 ,N,N,216.0,PLT,M,No,N,,,1,REC,Rotax,582,66.0,HP,CARB,,6
20080305X002661,091,NONE,Cessna,172S,,1.0,FIXD,,AIR,N,,,,,,Flight Treks,Y,INST,,KLEE,,KMCO,N,N,81.0,DSTU,F,,N,,,1,REC,Lycoming,IO-360-L2A,,,,,6
20080318X003251,091,VFR,Cessna,172N,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,100.0,5576.0,Y,,,Y,INST,N,FTY ,1615.0,C22 ,N,N,53.0,DSTU,M,No,N,,,1,REC,Lycoming,O-320-H2AD,160.0,HP,,,6
20080313X003111,091,NONE,Piper,PA-22,4.0,1.0,FIXD,,AIR,N,,,,,,9482 Pike Rd,Y,INST,,KSEE,,KSEE,N,N,855.0,PLT,M,,N,,,1,REC,Lycoming,O-320-A2B,,,,,6
20080221X002231,091,NONE,Wilson,RV-7,2.0,1.0,FIXD,1800.0,AIR,Y,COND,29.100000381469727,29.100000381469727,,UNK,,Y,PERS,N,KGOO,0.0,KGOO,N,N,872.0,PLT,M,No,Y,,,1,REC,Xtreem 360,IO-360-B1AA4,180.0,HP,FINJ,,5
20080220X002211,091,NONE,Beech,A45,2.0,1.0,RETR,2950.0,AIR,N,ANNL,,7847.0,Y,,,Y,OWRK,N,APA ,2154.0,,N,N,8340.0,PLT,M,Yes,N,,,1,REC,Continental,IO-520,285.0,HP,FINJ,,2
20080326X003871,091,IFR,Piper,PA-30,4.0,2.0,RETR,3800.0,AIR,N,ANNL,,4700.0,Y,,,Y,PERS,N,4J6 ,1355.0,PDK ,N,N,5361.0,PLT,M,No,N,,,1,REC,Lycoming,IO-320,160.0,HP,FINJ,,6
20080221X002241,135,IFR,Hawker Beechcraft Corp.,99,,2.0,RETR,10400.0,AIR,N,AAIP,,14079.0,Y,,,Y,,N,OMA ,130.0,MLI ,N,N,18100.0,PLT,M,Yes,N,,,1,TP,Pratt & Whitney Canada,PT6A-20,550.0,HP,,,2
20080319X003361,091,IFR,BEECH,A36,6.0,1.0,RETR,3650.0,AIR,N,ANNL,,3127.0,Y,UNK,,Y,BUS ,N,CRW ,2350.0,CBE ,N,N,11465.0,PLT,M,No,Y,,,1,REC,Teledyne Continental Motors,IO-550-B5,300.0,HP,FINJ,,6
20080229X002471,091,NONE,CESSNA,210,4.0,1.0,RETR,3800.0,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,P33 ,2200.0,P33 ,N,N,68.0,PLT,M,No,N,,,1,REC,CONT MOTOR,IO-470E,260.0,HP,FINJ,,5
20080310X002901,091,NONE,Squier,Pauper II,2.0,1.0,FIXD,1063.0,AIR,Y,COND,,595.0,Y,,,Y,PERS,N,,1845.0,79C ,N,N,898.0,PLT,M,No,N,,,1,REC,Volkswagen,Typ 1,65.0,HP,CARB,,6
20080408X004401,091,IFR,BEECH,A36,6.0,1.0,RETR,3700.0,AIR,N,ANNL,0.5,1061.0,Y,UNK,C&S Aviation,Y,PERS,Y,LZU ,2120.0,CLT ,N,N,1076.5,PLT,M,No,N,,,1,,CONT MOTOR,IO 520 SERIES,285.0,HP,,,4
20080403X004241,091,NONE,Cessna,180,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,6083.0,Y,,,Y,PERS,N,KCNY,2000.0,KCNY,N,N,1500.0,PLT,M,No,N,,,1,REC,Continental,O-470J,230.0,HP,CARB,,6
20080304X002571,135,IFR,CESSNA,210L,1.0,1.0,RETR,3800.0,AIR,N,ANNL,,14077.0,Y,UNK,,Y,,N,CAE ,343.0,TPA ,N,N,2200.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,IO 520 SERIES,285.0,HP,FINJ,,2
20080318X003241,091,NONE,Waco,CTO,3.0,1.0,FIXD,50.0,AIR,N,ANNL,0.0,4027.0,Y,,,Y,PERS,N,VNC ,1600.0,VNC ,N,N,2000.0,PLT,M,No,N,,,1,REC,Wright,760A,130.0,HP,,,2
20080229X002531,091,NONE,Bartle,Lancair IV-P,4.0,1.0,RETR,3550.0,AIR,Y,ANNL,52.0,52.0,Y,UNK,,Y,PERS,N,F70 ,2105.0,F70 ,N,N,2245.0,PLT,M,No,N,,,1,REC,Experimental TCM,TSIO-500-EXP,400.0,HP,FINJ,,2
20080324X003701,091,NONE,Cessna,177B,4.0,1.0,FIXD,2500.0,AIR,N,ANNL,20.0,3087.0,Y,,,Y,PERS,N,68J ,1615.0,2J9 ,N,N,1360.0,PLT,M,No,N,,,1,REC,Lycoming,O-360,180.0,HP,CARB,,7
20080306X002811,091,NONE,CESSNA,170B,2.0,1.0,FIXD,2200.0,AIR,N,ANNL,40.0,2627.0,Y,UNK,,Y,PERS,N,PAMR,1728.0,PAIG,N,N,2400.0,PLT,M,No,Y,,,1,REC,Continental,C-145,145.0,HP,CARB,,6
20080304X002581,091,NONE,Cessna,172S,4.0,1.0,FIXD,2650.0,AIR,N,100H,46.0,2072.0,Y,,,Y,INST,N,KDMW,,KDMW,N,N,49.0,DSTU,M,No,N,,,1,REC,Lycoming,IO-360-L2A,180.0,HP,FINJ,,6
20080305X002711,091,NONE,MOONEY,M20C,4.0,1.0,RETR,2575.0,AIR,N,ANNL,2.0,3811.0,Y,,,Y,PERS,,RAL ,607.0,AJO ,N,N,268.0,PLT,M,No,Y,,,1,REC,LYCOMING,O-360-A1D,180.0,HP,CARB,,6
20080416X004951,091,VFR,Piper,PA-28-161,,1.0,FIXD,,AIR,N,,,,,,,Y,INST,,KVRB,,KSGJ,N,N,116.0,DSTU,M,,N,,,1,REC,Lycoming,O-320-D3G,,,,,6
20080418X005181,091,NONE,Robinson,R-22,2.0,1.0,FIXD,1370.0,HELI,N,UNK,,3424.0,Y,,,Y,PERS,N,,,,N,N,2200.0,PLT,M,No,N,,,1,REC,Lycoming,O-360,131.0,HP,,,6
20080305X002721,091,NONE,RAYTHEON AIRCRAFT COMPANY,B36TC,6.0,1.0,RETR,3850.0,AIR,N,ANNL,,873.0,Y,UNK,,Y,PERS,N,KMMH,15.0,KVNY,N,N,884.0,PLT,M,No,N,,,1,REC,CONT MOTOR,TSIO-520-UB,300.0,HP,FINJ,,5
20080307X002841,091,NONE,Cessna,172N,,1.0,FIXD,,AIR,N,,,,,,,Y,INST,,AEL ,1830.0,SGS ,N,N,57.0,DSTU,M,,N,,,1,REC,Lycoming,O-320-H2AD,,,,,6
20080306X002741,091,NONE,Hardy,Midget Mustang M-1,1.0,1.0,FIXD,896.0,AIR,Y,ANNL,12.0,12.0,N,,,Y,PERS,N,AEJ ,1730.0,AEJ ,N,N,700.0,PLT,M,No,N,,,1,REC,Continental,O-200-A,100.0,HP,CARB,,6
20080320X003431,091,NONE,Piper,PA-28R-200,4.0,1.0,RETR,2650.0,AIR,N,100H,,9019.599609375,Y,,Wright Flyers Holdings LLC,Y,PERS,N,KSAT,1545.0,,N,N,217.0,PLT,M,Yes,N,,,1,REC,Lycoming,IO-360-C1C,180.0,HP,FINJ,,6
20080310X002891,091,NONE,RANS,S-4 Coyote I,1.0,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,LVN ,2130.0,,N,N,190.0,PLT,M,,N,,,1,REC,Rotax,503 DCDI,52.0,HP,,,6
20080310X002911,091,NONE,Cessna,140,,1.0,FIXD,,AIR,N,ANNL,41.0,4418.0,Y,,,Y,PERS,,C77 ,2000.0,,N,N,1400.0,PLT,M,,N,,,1,REC,Continental,C90,,,,,3
20080409X004421,133,NONE,SIKORSKY,S-58HT,4.0,2.0,FIXD,13000.0,HELI,N,COAW,,18397.0,Y,UNK,,,EXLD,N,PKB ,,PKB ,N,N,12000.0,PLT,M,Yes,N,,,1,TS,Pratt and Whitney Canada,PT-6T3,900.0,HP,,,4
20080403X004211,091,NONE,Maule,M-4,,1.0,FIXD,,AIR,N,,,,,,,Y,INST,Y,JER ,,JER ,N,N,4755.0,FLTI,M,Yes,N,,,1,REC,Franklin,6A,220.0,HP,,,6
20080411X004541,091,NONE,Willey,Rotorway Exec 90,,1.0,FIXD,,HELI,Y,COND,,983.0,N,,,Y,INST,,95F ,,4F1 ,N,N,498.0,FLTI,M,Yes,N,,,1,REC,Rotorway,RW-100,,,,,2
20080317X003201,091,NONE,MAULE,M-4,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,,4194.0,Y,UNK,,Y,PERS,N,BIH ,2300.0,BIH ,N,N,1500.0,PLT,M,No,N,,,1,REC,Continental,IO-360,210.0,HP,FINJ,,5
20080317X003191,091,NONE,Diamond Aircraft Industries,DA 20-C1,2.0,1.0,FIXD,1764.0,AIR,N,100H,75.0,2391.0,Y,,,Y,PERS,N,U77 ,2315.0,,N,N,59.0,PLT,M,No,N,,,1,REC,Continental,IO-240,125.0,HP,FINJ,,2
20080403X004181,137,NONE,Bell,206B,2.0,1.0,FIXD,3200.0,HELI,N,,,,Y,,,,AAPL,N,OXR ,1400.0,,N,N,3900.0,PLT,M,Yes,N,,,1,TS,Allison,250 C-20,,,,,6
20080321X003521,135,IFR,CESSNA,402C,2.0,2.0,RETR,7210.0,AIR,N,AAIP,15.699999809265137,18952.0,Y,UNK,,Y,,N,RNO ,315.0,VGT ,N,N,1246.0,PLT,M,Yes,N,,,1,REC,Continental,TSIO-520VB,325.0,HP,FINJ,,7
20080414X004721,091,NONE,Rotorway,162F,2.0,1.0,FIXD,1500.0,HELI,Y,COND,1.0,1.0,N,,,Y,PERS,N,VPC ,,,N,N,275.0,PLT,M,No,N,,,1,REC,Rotorway,RI162F,150.0,HP,FINJ,,4
20080321X003571,091,NONE,ROBINSON,R22 Beta II,2.0,1.0,FIXD,,HELI,N,ANNL,,1389.0,,,,Y,PERS,,ILM ,1341.0,ILM ,N,N,1254.0,PLT,M,No,Y,,,1,REC,Lycoming,O-360-J2A,145.0,HP,CARB,,6
20080402X004131,091,NONE,Cessna,172R,,1.0,FIXD,2450.0,AIR,N,,,,Y,,,Y,INST,,SFQ ,1320.0,RIC ,N,N,21.0,DSTU,M,,N,,,1,REC,Lycoming,IO-360,,,,,6
20080414X004741,091,NONE,J&J Ultralights,Sea Wing,2.0,1.0,FIXD,950.0,AIR,N,COND,,45.0,N,,,Y,PERS,N,NONE,,,N,N,700.0,PLT,M,No,N,,,1,REC,Rotax,582DCDI,65.0,HP,CARB,,6
20080414X004701,091,NONE,Piper,PA-22,4.0,1.0,FIXD,1800.0,AIR,N,ANNL,,2622.0,Y,,,Y,PERS,N,,2345.0,,N,N,250.0,PLT,M,No,N,,,1,REC,Lycoming,O-290-D,125.0,HP,CARB,,6
20080327X003911,091,NONE,Stinson,108,,1.0,FIXD,,AIR,N,ANNL,0.0,,,,,Y,PERS,,PABV,,,N,N,16957.0,PLT,M,,N,,,1,REC,Lycoming,O-435,190.0,HP,,,2
20080518X006911,091,NONE,Air Tractor,AT-301,,1.0,FIXD,,AIR,N,,,,,,Lowry Flying Service,,FLTS,N,KGTR,2325.0,,N,N,651.0,PLT,M,,N,,,1,REC,Pratt & Whitney,R-1340-AN1,,,,,6
20080321X003481,091,IFR,MOONEY,M20C,4.0,1.0,RETR,2575.0,AIR,N,ANNL,,4249.0,Y,UNK,,Y,PERS,N,CRW ,1350.0,CRG ,N,N,333.0,PLT,M,No,Y,,,1,REC,Lycoming,O-360,180.0,HP,CARB,,6
20080321X003561,091,NONE,Cessna,172RG,4.0,1.0,RETR,2650.0,AIR,N,100H,,9768.0,Y,,,Y,PERS,N,ALN ,1630.0,ALN ,N,N,175.0,PLT,M,No,N,,,1,REC,Lycoming,O-360,180.0,HP,CARB,,6
20080425X005561,091,NONE,Cessna,172M,,1.0,FIXD,,AIR,N,,,,,,Fly Aviation,Y,INST,,RIF ,,RIF ,N,N,27.0,DSTU,F,No,N,,,1,REC,Lycoming,O-320-E2D,,,,,6
20080319X003331,091,NONE,Spartan,7W,4.0,1.0,RETR,4400.0,AIR,N,ANNL,2.0,9410.0,Y,,,Y,PERS,Y,SAF ,1630.0,SAF ,N,N,5037.0,PLT,M,No,N,,,1,REC,Pratt & Whitney,R-985AN-14-8,450.0,HP,CARB,,2
20080319X003341,091,NONE,Plocher,SHA-Glasair,2.0,1.0,FIXD,1500.0,AIR,Y,ANNL,22.0,700.0,Y,,,Y,PERS,N,BOI ,1400.0,TEX ,N,N,73.0,PLT,M,No,N,,,1,REC,Lycoming,IO-320-E1A,160.0,HP,FINJ,,6
20080325X003811,091,NONE,Jenkins,RV-7A,,1.0,FIXD,,AIR,Y,COND,,,,,,Y,PERS,N,INW ,1905.0,,N,N,1500.0,PLT,M,No,Y,,,1,REC,Lycoming,IO-360,200.0,HP,FINJ,,6
20080324X003691,091,NONE,Cirrus,SR22,4.0,1.0,FIXD,3400.0,AIR,N,ANNL,200.8000030517578,501.0,Y,UNK,,Y,PERS,N,03NC,1915.0,NC21,N,N,604.0,PLT,M,No,Y,,,1,REC,Continental,IO-550-N,310.0,HP,FINJ,,6
20080331X004031,137,NONE,Air Tractor,AT602,1.0,1.0,FIXD,,AIR,N,,,,,,K & P Flying Service,,AAPL,N,,,,N,N,9905.0,PLT,M,,N,,,1,TP,Pratt & Whitney,PT6A,,,,,6
20080410X004531,091,NONE,BEECH,BE-76,4.0,2.0,RETR,3916.0,AIR,N,100H,40.0,5210.0,Y,UNK,,Y,INST,Y,RMG ,2023.0,,N,N,504.5,FLTI,M,Yes,Y,,,1,REC,Lycoming,O-360-A1G6D,180.0,HP,CARB,,6
20080418X005131,091,NONE,Cessna,206,,1.0,FIXD,,AIR,N,ANNL,,2782.0,Y,,,Y,PERS,,00V ,,K58 ,N,N,2128.0,PLT,M,No,N,,,1,REC,Continental,IO-520,,,FINJ,,7
20080328X003971,135,IFR,Piper,PA-31-350,2.0,2.0,RETR,7000.0,AIR,N,AAIP,3.0,16547.0,Y,,,Y,,N,PDX ,1445.0,RBG ,N,N,1500.0,PLT,M,Yes,N,,,1,REC,Lycoming,TSIO-540-J2B,350.0,HP,FINJ,,2
20080415X004841,091,NONE,Maule,M-8-235,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,N,S73 ,,S80 ,N,N,212.0,PLT,M,,N,,,1,REC,Lycoming,O-540,,,,,6
20080328X003961,137,NONE,Gulfstream-Schweizer,G-164B,1.0,1.0,FIXD,5000.0,AIR,N,ANNL,0.5,10127.0,N,,,,AAPL,N,PRIV,1600.0,PRIV,N,N,15307.0,PLT,M,Yes,N,,,1,TP,Walter,M601E-11,751.0,HP,,,2
20080521X007041,091,NONE,"Rans, Inc.",S12XL,2.0,1.0,FIXD,975.0,AIR,N,COND,,,Y,,,Y,PERS,N,X49 ,,CHN ,N,N,2000.0,PLT,M,No,N,,,1,REC,Rotax,582,65.0,HP,,,2
20080425X005441,091,NONE,Air Tractor,At-301,,1.0,FIXD,,AIR,N,,,,,,,,POSI,,NONE,,NONE,N,N,490.0,PLT,M,,N,,,1,REC,Pratt & Whitney,R1340,,,,,2
20080416X004981,091,NONE,Piper,PA-28-181,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,6685.0,Y,,,Y,PERS,N,PWT ,2130.0,PWT ,N,N,287.0,PLT,M,No,N,,,1,REC,Lycoming,O-360-A4M,180.0,HP,CARB,,6
20080430X005681,091,NONE,AeroFab,Lake LA-250,3.0,1.0,FIXD,3140.0,AIR,N,ANNL,,1964.0999755859373,Y,,,Y,INST,N,SYR ,1530.0,6B9 ,N,N,5112.0,FLTI,M,Yes,N,,,1,REC,Lycoming,IO-540,250.0,HP,FINJ,,6
20080424X005391,091,VFR,Piper,PA-28R-201 ,,1.0,RETR,,AIR,N,,,,,,,Y,INST,,DVT ,,DVT ,N,N,462.0,PLT,F,,N,,,1,REC,Textron Lycoming,IO-360-C1C6,,,,,6
20080518X006921,091,VFR,Grumman American,AA5B,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,KLDJ,,K9B1,N,N,3000.0,PLT,M,,N,,,1,REC,Lycoming,O-360,,,,,6
20080418X005151,091,NONE,Piper,PA-28-150,,1.0,FIXD,,AIR,N,,,,,,,Y,INST,,TKO ,,TKO ,N,N,44.0,DSTU,M,,N,,,1,REC,Lycoming,O-320-A2B,,,,,6
20080402X004141,091,NONE,CESSNA,P210N,6.0,1.0,RETR,4400.0,AIR,N,ANNL,17.0,2562.0,Y,,,Y,PERS,N,LAA ,2200.0,APA ,N,N,4517.0,PLT,M,UNK,N,,,1,REC,Teledyne Continental,TSIO-520-P,310.0,HP,FINJ,,5
20080410X004521,091,NONE,Beechcraft,35-C33A,,1.0,RETR,,AIR,N,,,,,,,Y,PERS,,PRC ,,FFZ ,N,N,797.0,PLT,M,,N,,,1,REC,Teledyne Continental,IO-520,,,,,7
20080505X005971,091,IFR,CESSNA,P210N,6.0,1.0,RETR,,AIR,N,ANNL,,3484.0,Y,UNK,,Y,PERS,N,RIL ,1325.0,LOU ,N,N,2220.0,PLT,M,No,Y,,,1,REC,Teledyne Continental Motors,TSIO-520-P,310.0,HP,FINJ,,6
20080421X005201,091,NONE,Luscombe,8A,2.0,1.0,FIXD,1260.0,AIR,N,ANNL,95.0,2841.0,Y,,,Y,PERS,Y,LRG ,1945.0,LRG ,N,N,613.0,PLT,M,No,N,,,1,REC,Continental,A-65-8,65.0,HP,CARB,,6
20080407X004331,091,VFR,Robinson,R44,4.0,1.0,FIXD,,HELI,N,100H,4.0,1207.0,N,,,Y,PUBL,Y,,409.0,,N,N,398.5,PLT,M,Yes,N,,,1,REC,Lycoming,IO-540,,,FINJ,,5
20080422X005281,091,IFR,CARTWRIGHT H JR/COTTRELL M,RV-10,4.0,1.0,FIXD,2900.0,AIR,Y,COND,4.0,75.0,Y,UNK,,Y,PERS,Y,M54 ,1433.0,CSG ,N,N,1148.0,PLT,M,No,Y,,,1,REC,LYCOMING,IO-540-C4B5,250.0,HP,FINJ,,6
20080411X004551,091,NONE,Piper,PA-28-180,4.0,1.0,FIXD,2400.0,AIR,N,ANNL,69.80000305175781,5016.7900390625,Y,,,Y,BUS ,N,SEP ,1900.0,DUX ,N,N,257.0,PLT,M,No,N,,,1,REC,Lycoming,O-360-A4A,180.0,HP,CARB,,4
20080410X004491,091,NONE,BEECH,95-B55,6.0,2.0,RETR,5100.0,AIR,N,ANNL,117.0,3905.0,Y,,,Y,BUS ,N,SAD ,148.0,E95 ,N,N,274.0,PLT,M,No,Y,,,1,REC,Teledyne Continental Motors,IO-520-E,260.0,HP,FINJ,,6
20080609X008161,091,NONE,BEECH,F33A,4.0,1.0,RETR,3400.0,AIR,N,ANNL,,7251.0,Y,,,Y,PERS,N,RMN ,2300.0,MYF ,N,N,1959.0,PLT,F,No,N,,,1,REC,Continental,IO-550-B,300.0,HP,FINJ,,5
20080411X004571,091,NONE,Cessna,172R,4.0,1.0,FIXD,2757.0,AIR,N,COAW,,3297.0,Y,,,Y,INST,N,I69 ,1530.0,,N,N,98.0,DSTU,M,No,N,,,1,REC,Lycoming,IO-360-L2A,160.0,HP,FINJ,,6
20080610X008191,091,NONE,CESSNA,180K,4.0,1.0,FIXD,3190.0,AIR,N,ANNL,83.0,6883.0,Y,UNK,,Y,PERS,N,O85 ,2125.0,,N,N,944.0,PLT,M,No,N,,,1,REC,Continental,O-470-027,230.0,HP,CARB,,2
